FEATURES_TXT_BEGIN_0 0 51 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
0 -12.913 -10 3 -0.83863 -2.08606 -0.949385 -6.56986 
0 -17.7546 -8 3 -0.557686 -2.08606 -1.67294 -2.07956 
0 -13.7934 -11 3 -3.91497 -2.08606 -5.3009 -8.83506 
0 -13.7029 -11 3 -3.73585 -2.08606 -5.30069 -6.85742 
0 -20.7955 -12 2 -0.811371 -2.08606 -3.63208 -11.0602 
0 -22.2858 -9 4 -1.13466 -2.08606 -4.34041 -4.77901 
0 -22.752 -8 4 -1.56263 -9.61817 -2.30157 -10.418 
0 -13.3703 -11 3 -5.46954 -5.88147 -6.21488 -13.3193 
0 -24.5877 -10 3 -0.576803 -1.96761 -2.53199 -7.78136 
0 -24.2137 -9 2 -0.444729 -2.08606 -2.51748 -4.16443 
0 -23.185 -11 2 -0.811371 -2.08606 -3.63208 -8.97529 
0 -15.4463 -6 3 -5.15207 -9.34602 -3.13762 -5.35935 
0 -21.6606 -9 4 -1.81998 -2.08606 -4.65525 -5.70666 
0 -25.2885 -8 4 -0.650796 -1.96761 -1.73961 -3.29106 
0 -23.8799 -9 3 -0.894823 -2.08606 -2.70322 -4.48499 
0 -13.697 -11 3 -5.48882 -7.51688 -6.77418 -15.3492 
0 -12.3429 -10 3 -6.4062 -7.79807 -6.21318 -11.8516 
0 -19.7363 -8 3 -3.30499 -5.27842 -4.91749 -5.96959 
0 -17.7304 -10 4 -4.25595 -5.04692 -6.15002 -10.1263 
0 -22.7649 -11 3 -1.73653 -2.08606 -5.58411 -10.197 
0 -18.635 -9 3 -3.63069 -2.08606 -5.91564 -4.34477 
0 -18.5445 -9 3 -3.45157 -2.08606 -5.91543 -2.36712 
0 -23.4795 -9 4 -1.2404 -2.08606 -5.25708 -2.25179 
0 -26.2233 -8 4 -0.77906 -1.96761 -2.97644 -3.29107 
0 -23.2272 -9 4 -1.93297 -2.08606 -3.7806 -3.57928 
0 -20.7477 -10 4 -2.96056 -7.96477 -5.99772 -13.0582 
0 -17.8695 -10 3 -4.6514 -5.88147 -4.56431 -10.1599 
0 -25.8658 -11 2 -0.781866 -2.08606 -3.54777 -8.65473 
0 -20.7913 -8 5 -3.67817 -6.49633 -5.09523 -7.39827 
0 -25.2211 -9 3 -1.44529 -1.96761 -3.93948 -4.79078 
0 -19.6936 -8 5 -4.32994 -5.04692 -5.35763 -5.63596 
0 -26.5697 -9 4 -1.1162 -1.96761 -4.00672 -5.6965 
0 -27.0058 -8 5 -1.1401 -2.08891 -3.99123 -4.505 
0 -26.183 -13 3 -1.5426 -8.56052 -4.96413 -24.4299 
0 -24.1941 -9 5 -2.19799 -2.08606 -4.68785 -4.16443 
0 -26.6913 -10 4 -1.1162 -1.96761 -4.00672 -7.78136 
0 -20.1028 -7 2 -3.31124 -8.99967 -7.39889 -7.1705 
