FEATURES_TXT_BEGIN_0 0 26 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
0 -24.0009 -10 5 -1.38927 -3.34237 -1.08398 -3.10404 
0 -24.4874 -10 4 -1.70824 -4.36748 -1.35401 -5.50201 
0 -22.0227 -10 4 -2.99455 -5.61558 -3.07477 -5.24182 
0 -24.2405 -10 5 -2.48142 -5.38119 -2.51225 -5.62838 
0 -22.1422 -10 5 -4.55799 -6.25374 -4.31095 -6.01179 
0 -22.1378 -10 5 -4.20864 -5.82695 -5.75537 -7.37736 
0 -24.7674 -9 4 -4.29911 -6.7059 -3.69538 -5.95307 
0 -30.0821 -10 3 -0.71746 -4.66014 -0.985652 -4.42544 
0 -24.0789 -10 4 -3.98619 -5.94618 -5.69348 -6.50617 
0 -24.9137 -9 3 -4.61808 -7.73101 -3.9654 -8.35104 
0 -28.9291 -10 4 -1.60387 -3.95915 -3.11035 -6.20352 
0 -28.7778 -10 3 -1.41999 -6.69896 -2.99006 -6.94978 
0 -30.056 -10 3 -1.74776 -5.68525 -1.1031 -6.8234 
0 -29.0754 -10 3 -1.92284 -4.98426 -3.38037 -8.60148 
0 -26.4792 -10 5 -3.40902 -5.61558 -4.881 -5.24182 
0 -26.2985 -10 4 -4.23666 -6.52146 -3.69545 -6.77227 
0 -22.3234 -9 5 -7.44667 -6.39976 -5.07453 -2.7547 
0 -26.565 -11 5 -3.79188 -3.34237 -4.89626 -4.55675 
0 -23.3546 -9 3 -5.90439 -8.97911 -5.68616 -8.09086 
0 -26.4407 -10 4 -4.13739 -8.16665 -3.96033 -9.07818 
0 -27.5162 -10 3 -3.20915 -6.23236 -5.10113 -8.3413 
0 -25.1455 -9 4 -5.39126 -8.74472 -5.12365 -8.47741 
0 -19.6278 -10 5 -9.35839 -10.7245 -7.26031 -10.2376 
0 -25.7881 -10 5 -5.13648 -6.87465 -4.93502 -6.694 
0 -24.501 -10 5 -5.84085 -7.88878 -5.6529 -7.3796 
0 -27.1353 -10 4 -3.86638 -6.48044 -5.18708 -6.96493 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 78 8 Distortion0_0 LM0_0 WordPenalty0_0 PhrasePenalty0_0 TranslationModel0_0 TranslationModel0_1 TranslationModel0_2 TranslationModel0_3 
0 -16.5891 -8 2 -1.40767 -9.07572 -1.37302 -4.85355 
0 -19.5392 -10 6 -1.73848 -4.46211 -1.65059 -5.35654 
0 -17.8294 -8 3 -4.75334 -10.843 -2.6221 -5.8441 
0 -21.9707 -9 4 -2.38259 -6.53786 -0.997436 -4.47694 
0 -20.9642 -8 3 -2.90233 -10.3935 -1.07375 -6.17495 
0 -18.7782 -10 4 -2.08935 -12.9985 -5.9685 -13.2218 
0 -17.8539 -7 3 -5.15501 -12.4392 -3.63585 -7.70259 
0 -18.1381 -8 3 -5.09256 -12.2548 -3.63592 -8.52179 
0 -22.0156 -8 3 -2.45977 -9.6925 -3.05082 -7.95303 
0 -15.7461 -6 3 -8.48344 -13.3091 -2.51861 -3.68433 
0 -19.9521 -8 2 -3.89315 -12.0582 -4.52567 -7.19467 
0 -20.772 -9 2 -3.51048 -9.94474 -4.58312 -9.31591 
0 -21.3513 -10 6 -4.43319 -6.98047 -3.37745 -6.94117 
0 -20.0263 -9 4 -4.64779 -9.07572 -4.83674 -6.30626 
0 -19.0165 -8 3 -6.13422 -14.8007 -2.5536 -9.93651 
0 -19.3021 -8 3 -5.68772 -11.8923 -3.62834 -7.02515 
0 -23.1026 -9 5 -4.03446 -6.24893 -2.00415 -5.13907 
0 -21.1562 -9 5 -4.64833 -7.82564 -4.26199 -8.20557 
0 -25.2006 -8 3 -1.83939 -7.75795 -1.85968 -3.53216 
0 -20.2444 -8 3 -4.77256 -13.3082 -3.69122 -6.21586 
